S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
-1.4630334724732992,-1.3577751717437843,-1.1623342899944622,-1.0496843295756257,1.8733050492576768,0.11862718520053986,0.32109918586087216,1.366226091834499,-0.27843172886510087,0.26242645049021907,-0.23722296858463024,-0.36328809102570153,-0.354381618362265,0.6644685886426083,-0.3147488527028777,-0.2940286695578086,1
-1.4630334724732992,-1.3577751717437843,-1.1623342899944622,-0.8813419437641843,1.8733050492576768,0.10376853137516896,0.32109918586087216,1.366226091834499,2.4055516271483524,-0.2629228808980016,-0.23722296858463024,-0.36328809102570153,-0.354381618362265,0.5588170008732372,-0.3147488527028777,-0.2940286695578086,1
-1.2922554225310348,-1.3577751717437843,-1.302763539597608,-0.8813419437641843,1.8733050492576768,0.11862718520053986,0.32109918586087216,1.366226091834499,0.8267378883169093,-0.037773167445907016,-0.188868962471158,-0.36328809102570153,-0.354381618362265,0.44986380098620726,-0.3147488527028777,-0.2940286695578086,1
-1.2922554225310348,-1.3577751717437843,-1.1623342899944622,-0.8813419437641843,1.8733050492576768,0.11862718520053986,0.32109918586087216,1.366226091834499,0.7635853387636515,-0.07529811968792276,-0.14051495635768574,-0.11469026140812759,-0.354381618362265,0.33760898898151864,-0.3147488527028777,-0.2940286695578086,1
-1.2922554225310348,-1.3577751717437843,-1.1623342899944622,-0.8813419437641843,1.8733050492576768,0.11862718520053986,0.3382231007659696,1.366226091834499,0.03733101890118774,-0.22539792865598582,-0.23722296858463024,-0.36328809102570153,-0.354381618362265,0.2220525648583129,-0.3147488527028777,-0.2940286695578086,1
-1.2922554225310348,-1.2554378744062802,-1.1623342899944622,-0.8813419437641843,1.8733050492576768,0.11862718520053986,0.3382231007659696,1.366226091834499,-0.12055035498195654,-0.22539792865598582,-0.23722296858463024,-0.2804221478198435,-0.354381618362265,0.14611548614958708,-0.3147488527028777,-0.2940286695578086,1
-1.2922554225310348,-1.3577751717437843,-1.1623342899944622,-0.8813419437641843,1.8537005680597434,0.11862718520053986,0.3382231007659696,1.366226091834499,3.8580602668732804,0.750250829636424,0.6573261445146061,-0.36328809102570153,-0.354381618362265,0.07017840744008869,3.177136283143177,-0.2940286695578086,1
-1.2922554225310348,-1.2554378744062802,-1.1623342899944622,-0.8813419437641843,1.8733050492576768,0.11862718520053986,0.3382231007659696,1.417243242248843,-0.24685545408847204,-0.22539792865598582,-0.16469195941442188,-0.4461540342315594,-0.354381618362265,-0.00575867126915221,-0.3147488527028777,-0.2940286695578086,1
-1.2922554225310348,-1.2554378744062802,-1.1623342899944622,-0.7129995579527527,1.89290953045561,0.13348583902591074,0.3724709305761644,1.5192775430775312,-0.24685545408847204,-0.2629228808980016,-0.23722296858463024,0.21677351141530438,-0.354381618362265,-0.08169574997830725,-0.3147488527028777,-0.2940286695578086,1
-1.2922554225310348,-1.2554378744062802,-1.1623342899944622,-0.7129995579527527,1.4812154252990084,0.11862718520053986,0.3895948454812619,1.5192775430775312,11.59424758714735,1.951049301380928,0.7782111597982867,2.371288034767612,-0.354381618362265,-0.15763282868789152,3.177136283143177,3.401028891175496,1
